parent_asin,amazon_title,amazon_store,dsld_id,dsld_full_name,dsld_brand_name,match_score,match_reason,is_false
B01LY4ZFR3,EWheels EW-54 4 Wheel Fully Covered Recreational Travel Mobility Scooter with Electromagnetic Brakes Red,eWheels,19436,Mobility,GNC TriFlex,0.6,short_substring,False
B0FN9XUY41,Organic Truvani (10 Gluten Butter zdmtwd (1 Powder,ukbjzn Truvani,1071100,Cider Apple Vinegar rngqcl,Life Nature's ywgnex,0.72,high_token_overlap,True
B08B46GXCF,Naomi Immunity Support - Strong and Powerful Immunity Support Olive Leaf Extract - 60 Count,NAOMI,262317,Olive Leaf Extract,Wonder Laboratories,0.9,substring,False
B07DJPJM5P,"3D Face Roller Ball Massager V-Line Firming Tool, Face Lifting Massager for Skin Tightening Body Shaping and Face Slimming Massager",COCREA,331429,Slimming,Revive,0.6,short_substring,False
B01M7YM0H2,"Bath Bombs Gift Set, TASEYAR Lush Natural Bubble Fizzies Spa Kit With Shea Butter & Essential Oils for Dry Skin, 6 x 4.0 oz, Birthday Gifts for Women, Mom, Wife, Girlfriend, Kids",TASEYAR,34855,Essential Oils,NewtonEverett,0.9,substring,False
B0B6WQP3Q3,"Plant Therapy Oh My Autumn Essential Oil Blend Set 10 mL (1/3 oz) Each of Pumpkin Spice, Apple Orchard, Fireside Flannel 100% Pure, Undiluted, Natural Aromatherapy",Plant Therapy,204917,Natural E-Oil,NOW,0.7,high_token_overlap,False
B073DHQTG6,NOVA Three Labs | Max Perform | Powdered Preworkout Formula Designed to Maximize Performance and Reduce Fatigue During Training. (Rainbow Candy),NOVA Three Labs,279988,Formula Three,Pure Herbs,0.7,high_token_overlap,False
B08HKZVM9P,"Silicone Back Scrubber for Shower, Body Scrubber 30"" Length Extended for Women/Man Bath Back Washer Brush, Easy to Clean Exfoliating Washer for More Hygiene 2020 Upgrade-(Pink）",WOOSL,19590,Clean For Women,Reaction Nutrition,0.7,high_token_overlap,False
B084YPNFTM,"JASTEK Professional Breathalyzer, Portable Breath Alcohol Tester High-Accuracy Rechargeable Digital Alcohol Tester Breathalyzer with 10 Mouthpieces for Drivers Use - Dark Gray",JASTEK,264779,Professional,ENZO,0.9,substring,False
B087MLYZYB,Eyekepper Blue Light Blocking Glasses for Women Reading Computer Screen - Anti Digital Glare with Yellow Filter Readers - Tortoise/Blue +2.25,Eyekepper,299876,Digital Blue,Quantum Health,0.7,high_token_overlap,False
B071NPSQVP,"Bride to be Decoration Accessory Kit for Bridal Shower Hen Night Party, Includs Banner & Satin Sash,White Double Ribbon Edge Center Cascade Bridal Wedding Veil with Comb,Rosette Badge and Garter,5 PC",Honbeanify,236801,Night Kit,S Sculpt,0.7,high_token_overlap,False
B0995X48PP,"XOMSIZE Teeth Whitening Strips,Charcoal Mint Teeth Whitening Kit for Remove Smoking Coffee Soda Wine Stains mild White Strip for Sensitive Teeth 14 Treatments White Professional Effects Whitestrips",XOMSIZE,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B07FYRZNVD,Sturdy Adjustable Black Walking Cane with Offset Handle for Men & Women - Mobility Aid,ProBasics,19436,Mobility,GNC TriFlex,0.6,short_substring,False
B08L1LHLYX,VEINZ Pills ✮ Best Nitric Oxide Booster w/ L-Arginine + L-Citrulline & ALA ✮ N.O. Supplement for Pumps ✮ 120 Capsules,LMNITRIX,73744,L-Citrulline,Source Naturals,0.9,substring,False
B010R37T6M,BioPure Organic Cilantro Herbal Tincture (1 fl oz),BioPure,183558,Cilantro,Herb Pharm,0.6,short_substring,False
B07DWLB8D7,BeauShape Toe Separators and Stretchers - Bunion Corrector for Women - Perfect for Yoga and Walking to Stay in Shape and Obtain a Beautiful Body - Toe Streightener for Relaxing Toes,BeauShape,183957,For Women,Country Life Realfood Organics,0.6,short_substring,False
B00BWXKRO8,Menopause Test (Pack of 2 Tests) - Test and be Sure!,Cassanovum,256012,Menopause,Nested Naturals,0.6,short_substring,False
B074Z9C21P,Trigger Point Body Massage Stick Cellulite Relief Yoga Roller for Muscle Pain Waist Hip Relief Tool,Free Walker,308022,Muscle Relief,Longevity Medical Clinic,0.7,high_token_overlap,False
B08KLGSP1B,"XingCHi Trigger Point Roller Massager for Forearm,Leg,Arm and Hand,Foam Roller Massage Stick for Muscle Relieve with Handle Sore Muscle Relief Self Cellulite Massage (Pink)",XingCHi,308022,Muscle Relief,Longevity Medical Clinic,0.9,substring,False
B08GYFQWF1,"royal plus Beauty Skin Bath Wash Towel Long Exfoliating Nylon Bath Cloth Towel, Magic Shower Washcloth for Body (Exfoliating Back Scrubber Green)",royal plus,305814,Skin & Beauty,Ancient Nutrition,0.7,high_token_overlap,False
B0B1ZJWTW5,"Crystal Hair Eraser Stone for Women Legs,Magic Painless Hair Remover,Crystal Hair Eraser for Women Men,Fast & Easy Exfoliate, Silky Hair Remover(Black)",DICTAMNI,210079,Black Magic,Medfit RX,0.7,high_token_overlap,False
B06Y2Q2F64,"Nalani All Natural Organic No Mess Teeth Whitening Granules with Activated Charcoal - Spearmint - Better Than Powder, Gel, Strips - Made in USA - Made with Anti-Microbial Ingredients - 2oz",Nalani,328348,Activated Charcoal,Integrative Therapeutics,0.9,substring,False
B007R6S0O8,Pleasure Balm - Spearmint,KAMA SUTRA,237664,Spearmint,Hawaii Pharm,0.6,short_substring,False
B003FMMZQ2,Gallbladder Support (Li Dan Pai Shi Pian),Zhongyi,282053,Gallbladder Support,TerraVita,0.9,substring,False
B0777H44VG,"Me Time Tarocco Blood Orange Epsom Salt 11oz ,pack of 1",WapSter,213502,Blood Orange,Millecor,0.9,substring,False
B00TZPZG1O,"Vital Salveo-Compression Recovery Knee Sleeve/brace S Pro, Pain Relief, Protects Joint - Ideal for Sports and Daily Wear (Large)",VITAL SALVEO,18567,Joint Recovery,Lifestyle Fitness & Nutrition,0.7,high_token_overlap,False
B00O49BV74,2 Packs of Emuaid Therapeutic Moisture Bar - 5 Oz,emuaid,258597,Therapeutic-M,21st Century,0.9,substring,False
B071FHQ8V8,"LifeAID Beverage, Fit Aid, 12 Ounce QdTazp, Pack of 48",LIFEAID,261109,Fit Aid,LIFEAID,0.85,brand+token_overlap,False
B07NBY8XRP,"HealthyNees Calf Thigh Length 15-20 mmHg Med Compression Leg Shin Circulation Fatigue Extra Wide Daily Support 2 Pairs Combo (Calf Length, 2XL)",HealthyNees,270571,Daily Support,Gaia Herbs Adrenal Health,0.9,substring,False
B07MFVGWQJ,Waloden 24PCS Nail Files Double Sided Beauty Care Sponge Nail Buffering Files Professional Nail File Manicure Tools 8 colors,Waloden,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B07NJDZYFK,"Luster Lube Premium Quick Detailer- Highest Quality Detailer on the Market-Enhances Shine, Depth, Gloss- Ideal for Fast Touch Up's (16oz)",Lithium Auto Elixirs,332821,Fast-Up,Beverly International,0.7,high_token_overlap,False
B01N9OWPHA,Roasted Iced Coffee + Pre Workout Original Java,Roasted Coffee + Pre Workout,206063,Pre-Workout,Bio Fuel NO2,0.7,high_token_overlap,False
B000MXCT0E,"Now Foods Barley Grass Powder Org 6 Ounce, 6.0 Ounce",Now Foods,13819,Barley Grass,NOW,1.0,substring+brand,False
B0781DFGJG,Pill Case - Portable Travel Tablet Medicine Vitamin Pill Organizer Pill Cutter Box for Purse or Pocket,pillcase,60587,E Vitamin,Finest Nutrition,0.6,short_substring,False
B01HQRU5GI,"Makeup Revolution Eyeshadow Palette, Flawless 2",Makeup Revolution,260706,Revolution,Advanced Nutrition by Zahler,0.6,short_substring,False
B072JNHR1Q,Wellesse Joint Movement Glucosamine With Chondroitin & Msm yp1qw 2Pack (33.8 fl oz ),Wellesse,270417,Glucosamine with Chondroitin & MSM,Nutricost,0.9,substring,False
B09Q5D12YQ,"Blood Pressure Machine, Large Adjustable Wrist High Blood Pressure BP Monitors Cuff, Automatic Accurate Digital Portable LCD Screen Irregular Heartbeat Monitor with Intelligent Voice & 99x2 Reading",Difini,74087,Blood Pressure,Life Extension,0.9,substring,False
B00OAAQETM,Accel Gel Rapid Energy Gel - Raspberry Cream - 6 Pack (6 x 1.3oz Packs),Accel Gel,174614,Raspberry,Herbalist & Alchemist,0.6,short_substring,False
B08CZW8K98,"Sleep Mask,Deep Rest Eye Mask,Lightweight Comfortable Super Soft Adjustable 3D Contoured Eye Mask for Sleeping, Travel, Shift Work, Naps.",Hanyue Baby,328735,Super Sleep,ZUBR,0.7,high_token_overlap,False
B079K4WSZZ,"EarthNutri Samples with Plastic Shaker: Includes 1 Whey Isolate Protein Sample, 1 Pre-Workout Sample, and 1 Post-Workout Sample (Vanilla Protein Sample)",EarthNutri,239605,Post Workout,Dyna Storm Nutrition,0.9,substring,False
B07T4PDQC5,"Blackhead Remover, Electric Pore Vacuum Suction Acne Comedone Extractor Pimple Popper Tool, USB Rechargeable Blackhead Removal Portable Skin Facial Care for Women Men",HealPure,298176,Skin Care,Amvilab,0.7,high_token_overlap,False
B0008IVRF6,"Optimum Nutrition Gold Standard 100% Casein Protein, Vanilla, 2-lb",Optimum Nutrition,231435,Protein Vanilla,Ryno Power,0.9,substring,False
B086LLCY7H,"Mr Bright Teeth Whitening Strips - 14 Day Treatment 28 Non-Slip White Strips, Professional Safe Effects White Strips, 14 Treatments",Mr Bright,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B01N0EJFWT,Silicone Gel Heel Pad Cups Ankle Heel Pain Relief Cushion Shock Absorb Support Inserts Heel Cup Orthotic Insole Plantar Care M-F Heel Cup Protectors (Blue-1 Pair M 6.5-10.5),Edapter,304591,Pain Care,HerbaMe,0.7,high_token_overlap,False
B08669RPYQ,COCOFLOSS Coconut-Oil Infused Woven Dental Floss | Chocolate & Vanilla 2-Scoop Set | Dentist-Designed | Vegan and Cruelty-Free | 4-Month Supply (32 Yds x 2 Packs),Cocolab,33131,Coconut Oil,DietWorks,0.7,high_token_overlap,False
B079GQS7Q8,"RODEREK Jade Roller for Face & Neck, Natural Jade Massager Roller for Skin Detox, Anti Aging, Cool Therapy, Facial Beauty Roller Skin Care for Face and Neck Slimming（Xiuyan Jade Roller）",RODEREK,313418,Anti-Aging,Isotonix Essentials,0.7,high_token_overlap,False
B01DPY4UGC,Raw Probiotics Ultimate Care-100 Billion Garden of Life 30 VCaps (30 x 3 ),Garden of Life,65995,Ultimate Care,Garden Of Life Raw Probiotics,1.0,substring+brand,False
B07MK3ZMJQ,"10 Sets - 86 oz Clear Plastic Deli Food Storage Containers with Lids Temper Evident Leak Proof Ultra Clear Microwavable and Freezable and Dishwasher Safe, Containers 85 oz",Decony,246124,Ultra Clear,Freeda,0.7,high_token_overlap,False
B0851QXDSZ,"Avilana Powerful Mushroom Complex Just for Women 10 Mushroom Supplement (Cordyceps,Reishi,Shitake,Lions Mane) for Energy, Immunity, and Clarity (1 Pack)",Avilana,328629,Mushroom Supplement,Built By Nature,0.9,substring,False
B01904M298,NeuroCell - Limitless Pill Brain Booster Dietary Smart Pill Brain Booster The Best 30 Pills Capsules,NeuroCell,313356,Brain Booster,Vital Vitamins,0.9,substring,False
B086S242B6,"Mens Shaver,T-Antrix 7 in 1 Professional Grooming Kit, Beard Trimmer,Electric Razor, Noes and Ear Hair Trimmer, Hair Clippers for Men with 3 Guide Combs [Rechargeable] [Waterproof]",T-Antrix,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B0739PJQ54,"Neocell Super Collagen+C Type 1 and 3, 6000mg pluss Vitamin C, .2Pack ( 360 Count Each )",NeoCell,233109,Super Collagen+C,NeoCell,1.0,substring+brand,False
B07DNC67X6,Miserwe Womens Electric Razor Wet&Dry Electric Razor for Women Included 2 AA Batteries IPX4 Waterproof Cordless Lady Shaver Bikini Trimmer for Arm Underarm and Legs,,183957,For Women,Country Life Realfood Organics,0.6,short_substring,False
B08B7GR9VF,"Allergy Relief Value Pack, Allegra 24HR (30 Tablets) & Nasacort Nasal Allergy Spray (120 Sprays)",Allegra,304869,Allergy Relief,Green Organic Supplements,0.9,substring,False
B089LYQ78F,"MAXCCC Professional Hair Cutting Scissors Set, Quality 6.5‘’ Stainless Steel Hair Scissors, Salon Thinning Scissors, Hair Cutting Kit For Barber (Blue)",MAXCCC,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B08BCLG7BN,Tabpole Automatic Digital Wrist Blood Pressure Monitor BP Cuff Monitoring Meter with Large LED Display Home Test Device,Tabpole,74087,Blood Pressure,Life Extension,0.9,substring,False
B01DTSDLM8,Y.S. Organic Bee Farms Manuka Honey and Propolis - 20 Lozenges (Pack of 6),Y.S. Organic Bee Farms,278740,Bee Propolis,Pure Herbs,0.7,high_token_overlap,False
B0722TV568,"JCHope Clitoral and G-spot Brush Vibrator for Women with 96 Vibration Modes for Insertion, Waterproof Magnetic Charging Quiet Vibrator for Exciting Stimulation (Purple)",JCHope,183957,For Women,Country Life Realfood Organics,0.6,short_substring,False
B00BXU7C8Y,[New 2019] Posture Corrector for Women and Men | Neck Pain Relief | Adjustable Upper Back Brace for Clavicle Support,XtraLife,247235,Women's Support,Banyan Botanicals,0.7,high_token_overlap,False
B088MKGMJK,"2 Pack Extra Strength 10000mcg Biotin Liquid Drops, 60 Servings, Vegan Friendly, Supports Healthy Hair Growth, Strong Nails and Glowing Skin, 3X More Absorption Than Capsules or Pills",PURE RESEARCH,66094,Healthy Hair,BIOVEA,0.9,substring,False
B09798Z7JL,"Jade Roller and Gua Sha Tool, Face RollerBeauty Massage Roller, Gua Sha Facial Tools and Natural Jade Stone, Suitable for Facial and Eye Massager, Green, 6*14cm",N\C,29882,Natural Green Cleanse,Natural Green Cleanse,0.85,brand+token_overlap,False
B0B5HQDWZ9,Bee Pollen - Low Moisture Whole Granulars YS Eco Bee Farms 16 oz Granular,YS BEE FARMS,278739,Bee Pollen,Pure Herbs,0.7,high_token_overlap,False
B07XX93LFK,QIEWA Q-Power Electric Scooter Seat Black - Q-Power Only,QIEWA,272188,Power On,Poweronoff,0.6,short_substring,False
B095Y9T8MR,"Ji'ann Natures Tea Tree Essential Oils, 100% Pure Natural Undiluted Tea Tree Aromatherapy Oils for Diffuser Humidifier & Massage, 1 Fl OZ/ Bottle",Ji'ann Natures,34855,Essential Oils,NewtonEverett,0.9,substring,False
B083RRPGDG,Crease Protectors for Sneaker Shields Prevent Shoes Crease Indentation for Women’s 5-8 Men’s 7-12 2 Pairs of Black,Tikesiho,183957,For Women,Country Life Realfood Organics,0.6,short_substring,False
B075Y43P7S,"PYT Peacock Pro Hair Straightener Ceramic Flat Iron Professional Styling Tool,150 W Power Output, Adjustable Temperature Suitable for All Hair Types. Straighten, Curl or Wave.",PYT,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B015FN5FWE,"TD Design Shiatsu Massage Pillow with Heat for Back, Neck, Shoulder, Deep Kneading Relaxing Massager for Women/Men",TD Design,183957,For Women,Country Life Realfood Organics,0.6,short_substring,False
B0B5M2Z84W,(5 Pack) Steel Bite Pro Teeth Supplement for Teeth and Gum Dental Repair Original (300 Capsules),Rillvo,337127,Steel Bite Pro,Just Ripe Nutrition,0.9,substring,False
B01DGQIHL8,(4 PACK) - Organic India - Oh-Boy | 30's | 4 PACK BUNDLE,Organic India,50152,Oh-Boy!,Organic India,0.85,brand+token_overlap,False
B07H5SK8PD,Big-Active 4x Super Slim Odchudzanie i Oczyszczanie Grejpfrut Grapefruit Herbal Tea,BIG-ACTIVE,214887,Super Slim,MicroTech Professional Formulations,0.7,high_token_overlap,False
B0JZA7TZ0Y,Sleeping White Soothing Night Noise Portable Sleep Soft,LSSEDA L nuytrh,1166917,cygiud For Women,Realfood lxosjk Country Organics Life,0.86,substring,True
B07GLFNDKP,"Wax Warmer, Hair Removal Waxing Kit Electric Wax Heater Professional Waxing with Temperature Display Screen Rapid Melt Wax with 7ounce Pearl Hard Wax Beans and 10 Sticks at Home Waxing for Women Men",Kids Partner,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B086QTK8DQ,"Knixmax Men's Shoe Insoles, Anti-Fatigue Work Boot Inserts, Heavy Duty Replacement Innersoles for Running Hiking Walking Shoes, Cushioned Pain Relieve Shoe Pads US 7.5/EU 40.5",Knixmax,282496,Anti-Fatigue,Kroeger Herb Products Co.,0.9,substring,False
B00GG3LTC8,Clear & Present Danger by Original Soundtrack (1994) Audio CD,JAMASIDE,264678,Original,Schiff Neuriva Brain Performance ,0.6,short_substring,False
B09MVVXBDT,"Automatic Curling Iron, Hair Curler Curling Wand with 1"" Ceramic Ionic Rotating Barrel & 4 Temps Settings, Anti-Scald Auto Shut-Off Styling Tool with Smart Anti-Stuck Sensor for Long Hair (Black)",Yebicola,248097,Ionic Iron,Triquetra Health,0.7,high_token_overlap,False
B009SPWXJO,HDE Women's Long Straight Blonde Hair Wig for Cosplay Costumes (Platinum Blonde),HDE,180400,Platinum,Angstrom Minerals,0.6,short_substring,False
B08244V86T,Pbulikely62-8.3 Inch Silicone Double Head-Ďî`ldɔs' Toy Quality Silicone Material with Suction Cup Toys for Women Men Stress Relief (Flesh),Pbulikely,65657,Stress Relief,BIOVEA,0.9,substring,False
B01N0OAHKC,Swanson Dr. Stephen Langer's Ultimate 16 Strain Probiotic with Fos 60 Veg Caps,Swanson,265070,Dr. Stephen Langer's Ultimate 16 Strain Probiotic with FOS,Swanson,1.0,substring+brand,False
B0F1T2TALA,"Acne Acne Pore & Blemishes Glow. Healthier, lndfip",N asbbai Clear Smooth,997027,Vitamins rfdyom,uecllm ARIIX,0.87,substring,True
B07X5ZKHRQ,"Posture Corrector for Women Men,iUpcoot Upper Back Brace Comfortable Adjustable Clavicle Posture Support Invisiable Back Straightener for Neck Back Shoulder Pain Relief (Posture Corrector(L))",iUpcoot,247235,Women's Support,Banyan Botanicals,0.7,high_token_overlap,False
B08V84R71R,"Truvani - Plant Based Protein Powder - USDA Certified Organic Protein Powder, Vegan, Non-GMO, Gluten Free Protein Powder - Chocolate Peanut Butter (1 Serving (10 Pack))",Truvani,263815,Plant Protein+,NB Pure Pure Vegan,0.7,high_token_overlap,False
B078P35G1P,"e-Pill Pill Rack 7 Day x 4 Weekly Pill Box Organizer Pill Case System for Medications, Supplements, and Vitamins. Pill Alarm Reminder Included.",e-pill,60527,Vitamins,ARIIX,0.6,short_substring,False
B08SGN51CN,"Heated Eyelash Curler, Electric LCD Display 3 Temperature Gears, USB Rechargeable Long-Lasting for Women Natural Curling (Pink)",NaCot,277186,For Women,Country Life Realfood Organics,0.6,short_substring,False
B084TRZ7LZ,Facial Tissues 3-ply Perfect Car Tissue Holder For Travel & Home Improved Soft Quality Designed For Fun By Crabtree Collection (6-Pack Antique Paisley Canisters),Crabtree Collection,244170,Soft Tissue,ProEnzol,0.7,high_token_overlap,False
B09MT8LWSR,"Bangbrek Anti Snoring Chin Strap, Adjustable Stop Mouth Breathing Bandage, Breathable Stop Snoring Headband, Advanced Anti Snoring Device, Prevent Snoring Belt, Effective Snoring Solution",Bangbrek,240206,Advanced,Stresstabs,0.6,short_substring,False
B09JRMV15N,"MouseBlocker 1000x Powerful Plug-in Ultrasonic Mouse and Rodent Deterrent for Buildings, Garages, Attics and More. Works with All Rodents. Ultrasonic Rodent Repeller",MouseBlocker,34301,Powerful,Xenadrine,0.6,short_substring,False
B07H7ZKTQJ,"Security Manicure, Nail Clipper Set of 10 Pcs Stainless Steel, Professional Grooming Kit, Nail Tools for Men Women with Portable Leather Travel Case",Security,181519,Professional,ENZO Nutraceuticals,0.9,substring,False
B016U32MJC,Bitter Melon Capsules / Karela Capsules / Karela Jamun Capsules / Bitter Gourd Capsules / Momordica Charantia Capsules - 60 Capsules (500 Mg Each) - Apollo Pharmacy (1 Bottle - 60 Veg Capsules),Apollo Pharmacy,32977,Bitter Melon,Eclectic Institute,0.9,substring,False
B084DP2CRY,"Pearlessence Balancing Face Toner with Rosewater + Witch Hazel – Helps Remove Surface Impurities & Promote Natural Glowing Complexion | Made in USA, Cruelty Free & Paraben Free (8 oz)",Pearlessence,200328,Witch Hazel,Herb Pharm,0.7,high_token_overlap,False
B07YW87RPV,"Essential Oil Car Diffuser Vent Clip Aromatherapy Vehicle Air Vent Clip Custom Car Vent Clip with 4 Refill Sticks for Car, Office, Kitchen, Bathroom, Pet Houses(Silver)",YIHAIONLY,33398,Essential,4 Today,0.6,short_substring,False
B01LX9AOHF,Pumpkin Seed Protein Powder - Organic (Qty 2-1 lb Pouches) New Packaging!!,Seed Oil Company,278829,Pumpkin Seed,Pure Herbs,0.9,substring,False
B078TKX67R,Organic Acai 500mg - 90 Capsules - Peruvian Naturals | Certified-Organic Açai Berry Powder for Healthy Aging and Immune Support,Peruvian Naturals,33180,Immune Support,4 Today,0.9,substring,False
B07GLHXKYB,"Evogen EVP Xtreme | Elite Pump & Training Ignitor, Citrulline, Nitrosigine, Glycerophosphates, Beta-Alanine | 24 Servings (Orange Mango, 24 Servings)",Evogen,262161,Beta-Alanine,MRM Nutrition,0.9,substring,False
B095S5KG47,"Jade Roller and Gua Sha Tool Set-Anti-Aging Treatment Lifting Massage, Suitable for Facial, Wrist, Neck and Body Muscles to Stimulate Blood Flow and Promote Collagen Formation (Green)",cinsey,313418,Anti-Aging,Isotonix Essentials,0.7,high_token_overlap,False
B0U7U6N7HV,Mint Whitening Soda 14 White Effects Professional Whitening,umvpig XOMSIZE,1187587,gmpjaw Body Slim,Nutrition jghpwo Relumins Advance,0.63,short_substring,True
B01AE69SNO,Liquid Majestic Earth Ultimate Tangy Tangerine - 32 Fl Oz by Majestic Earth,Youngevity,209087,Beyond Tangy Tangerine,Youngevity,0.85,brand+token_overlap,False
B07NM89HL5,"Compression Socks 3/5 Pairs for Women & Men-Best Compression Stockings for Running - 15-20mmHg (Large/X-Large, Assorted 4)",ACTINPUT,183957,For Women,Country Life Realfood Organics,0.6,short_substring,False
B01ARLHJJ6,"Minalo Dual Head Bath Body Dry Brush Long Handle Back Scrubber & Foot File Callus Brush - Natural Boar Bristles Brush,Helps With Cellulite, Exfoliating, Body Scrub, Circulation,Smoother Skin",GRECUTE,38239,Circulation,ProSol,0.6,short_substring,False
B075JXDWJM,"Shea Moisture African Water Mint & Ginger Detox Bath-Body & Massage Oil for Unisex, 8 Ounce",SheaMoisture,229890,Body Detox,BodyHealth,0.7,high_token_overlap,False
B07MP1C19N,"Ryse PRE Workout | Ryse Up Supplements | Fuel Your Greatness | Energy, Endurance, Focus, Next Level Pump, Citruline, Taurine, Arginine, CarnoSyn Beta Alanine, 20 Servings (Pink Blast)",RYSE Up Supplements,262161,Beta-Alanine,MRM Nutrition,0.9,substring,False
B01LMOK8JK,Pharbest Calcium Carbonate Antacid And Calcium Supplement 10 Grains - 100 Tablets by HARBEST by HARBEST,Harbest,40276,Calcium Carbonate,NOW,0.9,substring,False
B005LLQHZU,Heavy Duty Steel 500 lb. Capacity 4-Foot Long Z Rolling Rack,Quality Fabricators,53690,Day Long C 500 mg,Vitamer Laboratories,0.7,high_token_overlap,False
B01HGXJJ78,"Tennis Elbow Brace with Compression Pad, Golfers Support Strap Band for Tendonitis and Forearm Pain Relief, 2 Elbow Braces, 2 Wrist Sweatbands, Head Sweatband, Carry Bag and E-Book",TAMEHOM,11437,Pain Support,SaveWorldHealth.com,0.7,high_token_overlap,False
